PassengerId,KNN
3353_01,0.36
3353_02,1.0
3353_03,0.16
3353_04,0.16
3353_05,0.16
3353_06,0.16
3357_01,0.8
3359_01,0.44
3360_01,0.08
3361_01,0.8
3361_02,0.8
3361_03,0.8
3361_04,0.28
3363_01,0.2
3363_02,0.68
3363_03,0.68
3364_01,0.08
3365_01,0.8
3370_01,0.28
3371_01,0.24
3372_01,0.76
3377_01,0.8
3380_01,0.24
3381_01,0.8
3382_01,0.36
3382_02,0.76
3383_01,0.16
3384_01,0.16
3384_02,0.12
3384_03,0.76
3386_01,0.8
3387_01,0.8
3389_01,0.28
3390_01,0.8
3391_01,0.96
3391_02,0.08
3392_01,0.56
3392_02,0.8
3392_03,0.8
3392_04,0.6
3394_01,0.2
3395_01,0.6
3396_01,0.96
3397_01,0.24
3401_01,0.32
3402_01,0.04
3403_01,0.12
3404_01,0.76
3405_01,0.8
3405_02,0.6
3405_03,0.6
3406_01,0.08
3406_02,0.08
3408_01,0.8
3409_01,0.08
3410_01,0.76
3412_01,0.08
3412_02,0.96
3412_03,0.52
3413_01,0.76
3415_01,0.24
3417_01,0.8
3418_01,0.8
3419_01,0.16
3420_01,0.8
3421_01,0.08
3422_01,0.96
3422_02,0.96
3423_01,0.76
3424_01,0.04
3425_01,0.16
3426_01,0.2
3428_01,0.96
3428_02,0.16
3430_01,0.84
3431_01,0.76
3432_01,0.16
3433_01,0.08
3434_01,0.76
3437_01,0.08
3437_02,0.8
3438_01,0.76
3438_02,0.24
3439_01,1.0
3439_02,1.0
3439_03,1.0
3439_04,0.08
3440_01,0.28
3441_01,0.08
3442_01,0.08
3443_01,0.2
3444_01,0.44
3444_02,1.0
3444_03,0.16
3444_04,0.92
3445_01,0.56
3446_01,0.8
3447_01,0.16
3449_01,0.44
3450_01,0.36
3450_02,0.16
3453_01,0.76
3454_01,0.76
3455_01,0.76
3456_01,0.8
3458_01,0.76
3459_01,0.8
3461_01,0.24
3462_01,0.96
3464_01,0.2
3464_02,0.8
3465_01,0.16
3467_01,0.08
3468_01,0.8
3469_01,0.96
3470_01,0.8
3470_02,0.8
3473_01,0.4
3474_01,0.96
3474_02,0.4
3474_03,0.96
3474_04,0.96
3475_01,1.0
3475_02,0.36
3475_03,0.36
3476_01,0.76
3476_02,0.68
3476_03,0.68
3476_04,0.2
3478_01,0.64
3480_01,0.24
3483_01,0.28
3484_01,0.76
3484_02,0.16
3485_01,0.16
3485_02,1.0
3485_03,0.44
3486_01,0.68
3487_01,0.08
3488_01,0.64
3488_02,0.4
3489_01,0.32
3489_02,0.76
3490_01,0.52
3490_02,0.08
3491_01,0.08
3492_01,0.24
3495_01,0.16
3495_02,0.16
3495_03,1.0
3495_04,1.0
3496_01,0.76
3496_02,0.16
3497_01,0.16
3499_01,0.08
3499_02,0.68
3499_03,0.8
3499_04,0.68
3501_01,0.32
3504_01,0.76
3506_01,0.96
3511_01,0.2
3512_01,0.76
3514_01,0.12
3515_01,0.76
3515_02,0.76
3518_01,0.8
3519_01,0.72
3519_02,0.76
3519_03,0.76
3520_01,0.28
3520_02,0.76
3521_01,0.96
3521_02,1.0
3523_01,0.8
3525_01,0.76
3527_01,0.16
3528_01,0.2
3530_01,0.8
3531_01,0.32
3531_02,0.76
3533_01,0.16
3534_01,0.16
3535_01,0.32
3535_02,0.8
3536_01,1.0
3537_01,0.28
3539_01,0.4
3540_01,0.76
3542_01,0.8
3543_01,0.08
3543_02,0.96
3543_03,0.96
3546_01,0.44
3547_01,0.48
3548_01,0.28
3550_01,0.8
3550_02,0.8
3550_03,0.8
3552_01,0.16
3552_02,1.0
3553_01,0.08
3555_01,0.08
3556_01,0.8
3558_01,0.08
3558_02,0.76
3559_01,0.16
3560_01,0.32
3561_01,0.76
3561_02,0.16
3562_01,0.08
3562_02,0.08
3563_01,0.76
3564_01,0.76
3565_01,0.76
3566_01,0.84
3567_01,0.04
3568_01,0.2
3569_01,0.76
3570_01,0.24
3572_01,0.08
3573_01,0.24
3576_01,0.28
3577_01,0.2
3578_01,0.76
3579_01,0.08
3582_01,0.12
3584_01,0.2
3586_01,0.08
3588_01,0.32
3588_02,0.16
3591_01,0.28
3592_01,0.16
3592_02,0.12
3594_01,0.76
3595_01,1.0
3596_01,0.68
3597_01,0.36
3598_01,0.08
3600_01,0.8
3602_01,0.8
3605_01,0.76
3606_01,0.76
3607_01,0.76
3608_01,0.96
3608_02,0.96
3608_03,0.96
3609_01,0.08
3609_02,0.08
3609_03,0.96
3609_04,0.96
3610_01,0.8
3610_02,0.48
3612_01,0.72
3613_01,0.6
3614_01,0.16
3615_01,0.6
3615_02,0.56
3616_01,0.8
3619_01,0.08
3620_01,0.96
3622_01,0.96
3622_02,0.08
3624_01,0.68
3625_01,0.2
3626_01,0.8
3628_01,0.2
3629_01,0.76
3630_01,0.04
3631_01,0.08
3634_01,0.4
3636_01,0.08
3639_01,0.88
3640_01,0.24
3640_02,0.8
3641_01,0.76
3641_02,0.12
3641_03,0.68
3642_01,0.24
3644_01,0.8
3645_01,0.76
3645_02,0.76
3645_03,0.76
3645_04,0.76
3645_05,0.76
3647_01,1.0
3648_01,0.08
3650_01,0.76
3652_01,0.8
3653_01,0.08
3654_01,0.32
3654_02,0.32
3655_01,0.32
3658_01,0.8
3658_02,0.2
3660_01,0.08
3662_01,0.64
3662_02,1.0
3664_01,0.8
3665_01,0.8
3667_01,1.0
3668_01,0.96
3671_01,0.24
3674_01,0.24
3677_01,0.08
3678_01,0.32
3679_01,0.64
3680_01,0.08
3680_02,0.96
3681_01,1.0
3681_02,0.2
3682_01,0.76
3686_01,0.2
3688_01,0.6
3688_02,0.6
3688_03,0.8
3690_01,0.36
3691_01,0.32
3692_01,0.24
3693_01,0.8
3699_01,0.96
3699_02,0.08
3699_03,0.96
3699_04,0.08
3700_01,0.08
3702_01,0.76
3703_01,0.76
3703_02,0.24
3704_01,0.24
3705_01,0.16
3706_01,0.32
3706_02,0.16
3707_01,0.08
3707_02,0.76
3708_01,0.76
3710_01,0.16
3710_02,0.68
3710_03,0.76
3711_01,0.8
3711_02,0.28
3711_03,0.8
3713_01,1.0
3713_02,1.0
3713_03,1.0
3714_01,0.24
3714_02,0.24
3715_01,0.76
3715_02,0.76
3715_03,0.68
3715_04,0.76
3716_01,0.12
3719_01,0.16
3719_02,0.8
3724_01,0.8
3726_01,0.76
3728_01,0.8
3729_01,0.76
3732_01,1.0
3732_02,0.16
3732_03,1.0
3732_04,0.2
3733_01,0.16
3734_01,0.76
3735_01,0.2
3735_02,0.52
3736_01,0.16
3737_01,0.28
3737_02,0.8
3739_01,0.36
3741_01,0.96
3742_01,0.76
3742_02,0.76
3743_01,0.56
3744_01,0.84
3745_01,0.12
3747_01,0.08
3747_02,0.96
3747_03,0.08
3747_04,0.96
3748_01,0.76
3749_01,0.96
3749_02,0.96
3750_01,0.16
3750_02,0.08
3751_01,0.2
3752_01,0.16
3753_01,0.2
3754_01,0.76
3755_01,0.76
3755_02,0.76
3756_01,0.8
3757_01,0.8
3758_01,0.28
3758_02,0.8
3759_01,0.8
3760_01,0.76
3761_01,0.12
3765_01,0.8
3767_01,0.68
3768_01,0.76
3769_01,0.08
3770_01,0.76
3771_01,0.08
3772_01,0.68
3772_02,0.8
3773_01,0.36
3773_02,0.28
3773_03,0.68
3774_01,0.12
3774_02,0.76
3774_03,0.08
3775_01,0.8
3775_02,0.8
3776_01,0.28
3777_01,1.0
3778_01,0.44
3779_01,0.56
3781_01,0.16
3783_01,0.12
3784_01,0.2
3785_01,0.76
3786_01,0.28
3786_02,0.24
3787_01,0.8
3787_02,0.6
3787_03,0.48
3788_01,0.16
3789_01,0.8
3790_01,0.76
3793_01,0.8
3795_01,1.0
3796_01,0.08
3797_01,0.64
3798_01,1.0
3801_01,0.08
3803_01,0.32
3804_01,0.28
3805_01,0.08
3807_01,0.8
3810_01,0.2
3811_01,0.76
3811_02,0.32
3812_01,0.08
3814_01,0.96
3815_01,0.08
3816_01,0.16
3817_01,0.08
3818_01,0.2
3820_01,0.76
3821_01,0.16
3822_01,0.24
3823_01,0.08
3824_01,0.4
3826_01,0.24
3830_01,0.08
3831_01,0.08
3832_01,0.12
3835_01,0.44
3836_01,0.28
3838_01,0.24
3839_01,0.24
3841_01,0.16
3842_01,0.12
3846_01,0.76
3847_01,0.08
3848_01,0.24
3849_01,0.16
3850_01,0.16
3850_02,1.0
3850_03,0.44
3850_04,1.0
3850_05,1.0
3850_06,0.16
3850_07,1.0
3851_01,0.08
3852_01,0.76
3853_01,0.48
3854_01,0.76
3856_01,0.48
3857_01,0.96
3862_01,0.8
3862_02,0.28
3862_03,0.8
3862_04,0.2
3862_05,0.48
3862_06,0.2
3862_07,0.08
3864_01,1.0
3866_01,0.16
3867_01,0.12
3868_01,0.4
3868_02,0.6
3868_03,0.6
3868_04,0.6
3868_05,0.2
3868_06,0.8
3868_07,0.8
3870_01,1.0
3871_01,1.0
3872_01,0.76
3873_01,0.16
3874_01,0.28
3874_02,0.08
3875_01,0.16
3879_01,0.32
3883_01,1.0
3883_02,0.16
3883_03,1.0
3886_01,0.76
3888_01,0.6
3890_01,0.8
3894_01,0.44
3895_01,0.76
3895_02,0.24
3895_03,0.68
3896_01,0.44
3897_01,0.76
3898_01,0.8
3899_01,0.96
3903_01,0.68
3903_02,0.76
3903_03,0.76
3903_04,0.68
3903_05,0.08
3903_06,0.76
3904_01,0.08
3907_01,0.8
3909_01,1.0
3911_01,0.08
3911_02,0.12
3911_03,0.8
3912_01,0.08
3913_01,0.44
3913_02,0.52
3915_01,0.8
3916_01,0.2
3916_02,1.0
3917_01,0.08
3919_01,0.04
3921_01,0.48
3922_01,0.76
3923_01,0.08
3923_02,0.76
3923_03,0.76
3924_01,0.24
3926_01,0.28
3927_01,0.16
3927_02,0.16
3928_01,0.16
3928_02,1.0
3930_01,0.08
3931_01,0.16
3932_01,0.2
3932_02,0.04
3933_01,0.8
3935_01,0.8
3936_01,0.08
3937_01,0.24
3938_01,0.8
3938_02,0.8
3938_03,0.8
3939_01,0.08
3940_01,0.12
3941_01,0.76
3942_01,0.8
3944_01,0.08
3945_01,0.76
3946_01,0.32
3948_01,0.16
3949_01,0.08
3950_01,0.2
3952_01,0.24
3954_01,0.8
3955_01,0.8
3958_01,0.24
3959_01,0.2
3959_02,0.12
3959_03,0.76
3960_01,0.08
3961_01,0.8
3962_01,0.76
3962_02,0.28
3963_01,0.76
3964_01,0.8
3966_01,0.28
3966_02,0.16
3966_03,0.68
3967_01,0.24
3968_01,0.76
3970_01,0.28
3971_01,0.24
3973_01,0.96
3974_01,0.28
3974_02,0.8
3976_01,0.4
3977_01,0.16
3980_01,0.76
3981_01,0.24
3984_01,0.8
3985_01,0.08
3986_01,0.16
3986_02,0.28
3987_01,0.2
3988_01,0.32
3991_01,0.28
3992_01,0.28
3994_01,1.0
3995_01,0.68
3995_02,0.16
3995_03,0.2
3995_04,0.68
3995_05,0.68
3995_06,0.68
3996_01,0.08
3997_01,0.32
3998_01,0.12
3999_01,0.6
4000_01,0.8
4000_02,0.2
4000_03,0.8
4001_01,0.76
4001_02,0.8
4001_03,0.8
4001_04,0.8
4001_05,0.84
4001_06,0.6
4001_07,0.6
4002_01,0.76
4003_01,0.12
4005_01,0.68
4005_02,0.24
4005_03,0.68
4005_04,0.76
4005_05,0.76
4005_06,0.36
4005_07,0.76
4005_08,0.76
4006_01,0.8
4006_02,0.8
4006_03,0.2
4006_04,0.2
4006_05,0.44
4008_01,0.8
4009_01,0.16
4010_01,0.76
4013_01,0.08
4014_01,0.08
4014_02,0.08
4016_01,0.28
4017_01,0.6
4017_02,0.8
4017_03,0.8
4017_04,0.8
4017_05,0.2
4018_01,0.04
4019_01,0.24
4020_01,0.08
4021_01,0.16
4022_01,0.32
4023_01,0.2
4026_01,1.0
4027_01,0.76
4030_01,0.6
4030_02,0.76
4030_03,0.6
4030_04,0.8
4030_05,0.6
4031_01,0.96
4031_02,0.96
4032_01,0.76
4033_01,0.16
4034_01,0.76
4035_01,0.76
4036_01,0.24
4037_01,0.8
4038_01,0.8
4039_01,0.12
4040_01,0.76
4042_01,0.92
4042_02,1.0
4042_03,1.0
4043_01,0.08
4044_01,0.08
4044_02,0.6
4044_03,0.8
4045_01,0.16
4046_01,0.76
4047_01,0.8
4049_01,1.0
4050_01,0.08
4053_01,0.8
4055_01,0.12
4058_01,0.24
4060_01,0.12
4061_01,0.2
4061_02,0.8
4061_03,0.8
4063_01,0.8
4064_01,0.48
4065_01,0.16
4066_01,0.16
4066_02,1.0
4068_01,0.16
4069_01,0.32
4071_01,0.96
4071_02,0.96
4072_01,0.8
4075_01,0.16
4076_01,0.12
4078_01,0.76
4079_01,0.04
4080_01,0.16
4081_01,0.12
4082_01,0.68
4083_01,0.36
4084_01,0.44
4089_01,0.16
4090_01,0.12
4091_01,0.44
4093_01,0.16
4095_01,0.08
4096_01,0.16
4097_01,0.2
4098_01,0.76
4099_01,0.76
4101_01,0.24
4102_01,0.96
4103_01,0.76
4104_01,0.12
4106_01,0.84
4107_01,0.2
4108_01,1.0
4108_02,0.44
4109_01,0.12
4110_01,0.16
4112_01,0.8
4113_01,0.96
4113_02,0.4
4114_01,0.8
4115_01,0.8
4116_01,0.28
4120_01,0.8
4125_01,0.76
4127_01,0.96
4128_01,0.16
4128_02,0.68
4128_03,0.76
4129_01,0.16
4130_01,0.76
4131_01,1.0
4132_01,0.76
4134_01,0.76
4135_01,0.08
4137_01,0.16
4140_01,0.12
4141_01,0.68
4142_01,1.0
4143_01,0.76
4144_01,0.24
4145_01,0.32
4147_01,0.44
4147_02,1.0
4149_01,0.16
4150_01,0.72
4151_01,0.76
4152_01,0.08
4154_01,0.8
4156_01,0.76
4158_01,0.28
4159_01,0.08
4160_01,0.24
4163_01,0.8
4165_01,0.32
4166_01,0.96
4166_02,0.08
4167_01,0.28
4168_01,0.2
4168_02,0.2
4169_01,0.96
4169_02,0.16
4170_01,0.96
4171_01,0.76
4172_01,0.76
4172_02,0.16
4172_03,0.76
4172_04,0.16
4172_05,0.08
4172_06,0.76
4172_07,0.24
4173_01,0.08
4174_01,0.32
4175_01,0.2
4176_01,0.76
4176_02,0.76
4176_03,0.32
4176_04,0.12
4176_05,0.16
4176_06,0.76
4176_07,0.12
4177_01,1.0
4177_02,1.0
4177_03,0.16
4178_01,0.04
4179_01,0.52
4179_02,1.0
4181_01,0.64
4181_02,0.64
4181_03,0.96
4181_04,0.96
4181_05,0.08
4181_06,0.08
4182_01,0.16
4182_02,0.16
4182_03,0.16
4183_01,0.2
4184_01,0.08
4185_01,0.6
4186_01,0.8
4188_01,0.24
4189_01,0.2
4191_01,0.08
4194_01,0.76
4196_01,0.8
4197_01,0.24
4197_02,0.24
4197_03,0.2
4199_01,0.84
4203_01,0.08
4204_01,0.76
4204_02,0.68
4204_03,0.76
4205_01,0.24
4206_01,0.36
4207_01,0.8
4207_02,1.0
4208_01,0.36
4210_01,1.0
4210_02,1.0
4211_01,0.96
4212_01,0.8
4213_01,0.08
4214_01,0.44
4215_01,0.16
4216_01,0.96
4216_02,0.76
4218_01,0.76
4218_02,0.08
4219_01,0.76
4219_02,0.12
4219_03,0.24
4220_01,0.24
4221_01,0.24
4222_01,0.32
4222_02,0.16
4223_01,0.28
4223_02,0.08
4225_01,0.76
4229_01,0.08
4230_01,0.04
4231_01,0.28
4232_01,0.16
4233_01,0.08
4237_01,0.32
4238_01,1.0
4239_01,0.16
4240_01,1.0
4242_01,0.76
4243_01,0.48
4244_01,0.24
4245_01,0.8
4246_01,0.16
4249_01,0.16
4249_02,1.0
4249_03,0.2
4251_01,0.16
4252_01,0.12
4253_01,0.08
4254_01,0.12
4254_02,0.96
4254_03,0.08
4255_01,0.76
4256_01,0.08
4256_02,0.76
4256_03,0.76
4256_04,0.08
4256_05,0.16
4256_06,0.76
4256_07,0.16
4256_08,0.16
4257_01,0.24
4258_01,0.08
4258_02,0.08
4258_03,0.28
4259_01,0.8
4260_01,0.8
4261_01,0.08
4262_01,0.96
4262_02,0.08
4264_01,0.08
4266_01,0.8
4267_01,0.76
4267_02,0.72
4270_01,0.44
4271_01,0.96
4272_01,0.44
4273_01,0.2
4274_01,0.56
4278_01,0.2
4280_01,0.68
4289_01,0.76
4291_01,0.8
4292_01,0.16
4293_01,0.72
4294_01,0.48
4295_01,0.16
4295_02,0.76
4296_01,0.8
4297_01,0.12
4300_01,0.8
4301_01,0.96
4302_01,0.76
4303_01,0.4
4303_02,0.56
4305_01,0.2
4305_02,0.76
4305_03,0.76
4306_01,0.28
4309_01,0.16
4309_02,0.68
4311_01,0.48
4312_01,0.4
4315_01,0.2
4315_02,0.76
4316_01,0.24
4317_01,0.28
4318_01,0.8
4319_01,0.16
4320_01,0.08
4324_01,0.6
4324_02,0.8
4324_03,0.08
4324_04,0.8
4327_01,0.84
4329_01,0.12
4330_01,0.28
4332_01,0.8
4333_01,0.08
4334_01,1.0
4335_01,0.8
4336_01,0.44
4336_02,1.0
4336_03,0.08
4336_04,0.04
4337_01,0.2
4338_01,0.92
4338_02,0.16
4338_03,0.16
4339_01,0.2
4340_01,0.32
4343_01,0.8
4344_01,0.68
4345_01,0.2
4346_01,0.12
4347_01,0.16
4348_01,0.96
4349_01,0.16
4350_01,0.8
4350_02,0.08
4351_01,0.16
4352_01,0.2
4352_02,0.4
4354_01,0.08
4356_01,1.0
4357_01,0.16
4358_01,0.4
4359_01,0.08
4359_02,0.08
4359_03,0.4
4360_01,0.76
4361_01,0.24
4362_01,0.44
4364_01,0.76
4365_01,0.2
4366_01,0.16
4367_01,0.8
4368_01,0.76
4369_01,0.08
4370_01,0.08
4371_01,0.44
4371_02,0.2
4371_03,0.8
4371_04,0.36
4371_05,0.16
4372_01,0.8
4372_02,0.08
4373_01,0.12
4376_01,0.68
4382_01,0.24
4383_01,0.92
4386_01,0.92
4386_02,0.68
4387_01,0.32
4388_01,0.92
4390_01,0.76
4390_02,0.76
4390_03,0.32
4391_01,0.08
4392_01,0.16
4393_01,0.76
4393_02,0.16
4395_01,0.04
4396_01,0.56
4397_01,0.76
4399_01,0.12
4400_01,0.28
4400_02,0.6
4400_03,0.8
4401_01,0.8
4401_02,0.8
4402_01,0.76
4403_01,0.2
4403_02,0.12
4404_01,0.12
4405_01,1.0
4407_01,0.8
4408_01,0.76
4409_01,0.36
4410_01,0.08
4411_01,0.28
4413_01,0.32
4415_01,0.08
4416_01,0.96
4422_01,1.0
4422_02,0.16
4424_01,0.12
4426_01,0.8
4427_01,0.16
4427_02,0.16
4428_01,0.36
4429_01,0.24
4430_01,0.84
4431_01,0.16
4432_01,0.76
4433_01,0.76
4436_01,0.76
4437_01,0.8
4438_01,0.16
4440_01,0.24
4441_01,0.96
4441_02,0.96
4441_03,0.4
4444_01,0.44
4445_01,0.32
4446_01,0.28
4446_02,0.52
4446_03,1.0
4446_04,0.16
4446_05,0.36
4447_01,0.76
4448_01,0.72
4449_01,0.12
4450_01,0.96
4450_02,0.08
4450_03,0.96
4450_04,0.08
4451_01,0.76
4452_01,0.8
4453_01,0.08
4456_01,0.2
4457_01,0.16
4459_01,0.76
4461_01,0.8
4462_01,0.12
4463_01,0.96
4463_02,0.96
4464_01,0.6
4465_01,1.0
4465_02,0.16
4465_03,0.44
4466_01,0.08
4467_01,0.12
4469_01,0.96
4469_02,0.08
4470_01,0.28
4472_01,0.36
4472_02,0.16
4473_01,0.2
4473_02,0.28
4474_01,0.8
4474_02,0.8
4474_03,0.8
4475_01,0.16
4475_02,1.0
4476_01,0.08
4477_01,0.04
4479_01,0.16
4482_01,0.6
4482_02,0.6
4482_03,0.6
4482_04,0.8
4482_05,0.8
4483_01,0.16
4483_02,0.36
4485_01,0.76
4485_02,0.32
4486_01,0.8
4487_01,0.16
4490_01,0.36
4491_01,0.08
4492_01,0.76
4493_01,0.24
4494_01,0.8
4496_01,0.2
4497_01,0.76
4498_01,0.6
4498_02,0.8
4498_03,0.8
4498_04,0.6
4498_05,0.8
4498_06,0.72
4498_07,0.28
4498_08,0.6
4500_01,0.08
4501_01,0.8
4502_01,0.76
4505_01,0.36
4505_02,0.2
4506_01,0.28
4508_01,0.32
4508_02,0.12
4508_03,0.16
4509_01,0.28
4509_02,0.08
4509_03,0.28
4510_01,0.92
4511_01,1.0
4511_02,1.0
4512_01,0.2
4514_01,0.8
4515_01,0.68
4515_02,0.24
4516_01,0.04
4517_01,0.12
4518_01,0.16
4521_01,0.28
4522_01,0.2
4524_01,0.44
4529_01,0.08
4530_01,0.32
4531_01,0.96
4532_01,0.8
4533_01,0.96
4534_01,0.48
4535_01,0.28
4535_02,0.16
4537_01,0.44
4538_01,0.24
4539_01,0.6
4539_02,0.8
4542_01,0.96
4542_02,0.96
4543_01,0.32
4544_01,0.76
4546_01,0.76
4547_01,0.44
4549_01,0.24
4550_01,0.4
4552_01,0.12
4553_01,0.08
4555_01,0.08
4557_01,0.2
4558_01,0.16
4559_01,0.2
4560_01,0.84
4561_01,0.16
4562_01,1.0
4563_01,1.0
4564_01,0.24
4565_01,0.24
4567_01,0.2
4568_01,0.08
4569_01,0.96
4569_02,0.08
4570_01,1.0
4571_01,0.8
4572_01,0.08
4573_01,0.08
4574_01,0.2
4575_01,0.12
4576_01,0.24
4577_01,0.28
4580_01,0.8
4581_01,0.16
4581_02,0.16
4585_01,0.16
4586_01,0.08
4587_01,0.08
4591_01,0.96
4592_01,0.6
4592_02,0.8
4592_03,0.8
4592_04,0.8
4593_01,0.32
4594_01,0.08
4594_02,0.08
4594_03,0.08
4594_04,0.08
4595_01,0.96
4596_01,0.8
4597_01,0.76
4602_01,0.08
4603_01,0.36
4603_02,0.36
4604_01,0.24
4605_01,0.04
4606_01,0.16
4606_02,0.16
4607_01,0.2
4608_01,0.2
4609_01,0.44
4610_01,0.08
4611_01,0.8
4612_01,0.84
4613_01,0.96
4615_01,0.2
4617_01,0.08
4620_01,0.8
4621_01,0.8
4622_01,0.76
4623_01,0.08
4624_01,0.08
4625_01,0.96
4625_02,1.0
4625_03,0.08
4625_04,1.0
4625_05,1.0
4625_06,0.4
4625_07,1.0
4628_01,0.36
4630_01,0.44
4631_01,0.96
4632_01,1.0
4632_02,1.0
4632_03,0.36
4632_04,0.2
4632_05,0.16
4633_01,0.2
4634_01,0.28
4635_01,0.76
4637_01,0.08
4638_01,0.4
4640_01,0.28
4641_01,0.08
4642_01,0.44
4643_01,0.28
4644_01,0.08
4645_01,0.64
4645_02,1.0
4646_01,0.2
4648_01,0.08
4649_01,0.28
4650_01,0.2
4651_01,0.16
4652_01,0.36
4653_01,0.24
4654_01,0.96
4655_01,0.96
4655_02,0.76
4656_01,0.24
4656_02,0.6
4657_01,0.16
4658_01,0.16
4658_02,0.44
4659_01,0.08
4661_01,0.12
4661_02,0.76
4661_03,0.76
4661_04,0.76
4661_05,0.16
4661_06,0.76
4661_07,0.68
4662_01,0.28
4662_02,0.96
4662_03,0.4
4663_01,0.8
4663_02,0.8
4663_03,0.8
4663_04,0.6
4663_05,0.8
4663_06,0.8
4664_01,0.24
4665_01,0.76
4667_01,0.76
4668_01,1.0
4668_02,1.0
4672_01,0.76
4673_01,0.08
4676_01,0.04
4677_01,0.08
4678_01,0.24
4679_01,0.16
4680_01,0.08
4680_02,0.76
4680_03,0.76
4680_04,0.24
4684_01,0.08
4686_01,0.84
4689_01,0.16
4690_01,0.96
4690_02,0.52
4691_01,0.32
4693_01,0.16
4693_02,1.0
4694_01,0.32
4695_01,0.6
4695_02,0.08
4695_03,0.8
4696_01,0.8
4699_01,0.68
4704_01,0.08
4706_01,0.76
4706_02,0.76
4708_01,0.4
4709_01,0.16
4710_01,0.24
4710_02,0.32
4711_01,0.16
4712_01,0.76
4713_01,0.2
4714_01,0.76
4717_01,0.76
4719_01,0.8
4720_01,0.56
4721_01,0.8
4723_01,0.44
4723_02,0.08
4725_01,0.12
4726_01,0.16
4726_02,0.16
4726_03,0.16
4726_04,1.0
4726_05,0.16
4728_01,0.04
4728_02,0.8
4730_01,0.08
4732_01,0.96
4732_02,0.96
4732_03,0.64
4733_01,0.32
4738_01,0.24
4738_02,0.12
4739_01,0.2
4741_01,0.76
4741_02,0.68
4741_03,0.76
4743_01,0.16
4744_01,0.08
4744_02,0.96
4746_01,0.48
4748_01,0.24
4750_01,0.36
4750_02,0.16
4752_01,0.08
4753_01,0.48
4754_01,0.12
4755_01,0.76
4756_01,1.0
4756_02,1.0
4757_01,0.12
4758_01,0.12
4759_01,0.56
4762_01,0.76
4763_01,0.32
4764_01,0.68
4769_01,0.8
4770_01,0.36
4770_02,0.8
4772_01,0.12
4773_01,0.4
4774_01,0.76
4774_02,0.76
4774_03,0.12
4774_04,0.76
4775_01,0.28
4777_01,0.8
4778_01,0.16
4780_01,0.08
4780_02,0.8
4782_01,0.96
4782_02,0.16
4782_03,0.16
4782_04,1.0
4782_05,0.52
4783_01,0.08
4784_01,0.8
4785_01,0.96
4786_01,0.96
4787_01,0.12
4788_01,0.08
4790_01,0.44
4791_01,0.08
4792_01,0.8
4793_01,0.16
4793_02,0.52
4794_01,0.24
4795_01,0.2
4796_01,0.16
4796_02,0.8
4797_01,0.8
4798_01,0.76
4798_02,0.76
4798_03,0.76
4801_01,0.76
4803_01,0.28
4804_01,0.08
4804_02,0.6
4804_03,0.8
4807_01,0.08
4808_01,0.2
4810_01,0.24
4813_01,0.6
4814_01,0.8
4815_01,0.28
4817_01,0.32
4818_01,0.48
4819_01,0.76
4822_01,0.76
4822_02,0.76
4822_03,0.76
4822_04,0.68
4823_01,0.32
4827_01,0.8
4828_01,0.24
4829_01,0.12
4830_01,0.08
4831_01,0.76
4832_01,0.28
4836_01,0.76
4836_02,0.2
4837_01,0.4
4838_01,0.68
4840_01,0.8
4841_01,1.0
4841_02,0.16
4841_03,0.16
4842_01,0.12
4845_01,0.96
4846_01,0.24
4846_02,0.8
4847_01,0.2
4848_01,0.08
4850_01,0.12
4850_02,0.24
4851_01,0.32
4853_01,0.12
4856_01,0.2
4857_01,0.28
4862_01,0.8
4863_01,0.2
4864_01,0.08
4866_01,0.24
4868_01,0.24
4870_01,0.08
4871_01,0.6
4873_01,0.44
4874_01,0.28
4874_02,0.8
4875_01,0.24
4876_01,0.08
4878_01,0.08
4879_01,0.16
4880_01,0.2
4881_01,0.8
4882_01,0.16
4883_01,0.76
4884_01,0.8
4885_01,0.2
4886_01,0.12
4887_01,0.36
4888_01,1.0
4889_01,0.2
4890_01,0.6
4890_02,0.28
4891_01,1.0
4891_02,1.0
4892_01,0.2
4893_01,0.8
4895_01,0.76
4896_01,0.24
4897_01,0.16
4898_01,0.12
4899_01,0.8
4899_02,0.24
4900_01,0.04
4901_01,0.12
4901_02,0.24
4902_01,0.76
4903_01,0.12
4904_01,0.16
4909_01,0.28
4910_01,0.08
4911_01,0.04
4912_01,0.24
4912_02,0.76
4913_01,0.16
4915_01,0.76
4916_01,0.76
4917_01,0.16
4918_01,0.76
4920_01,0.8
4923_01,0.8
4923_02,0.8
4923_03,0.28
4924_01,0.16
4925_01,0.24
4927_01,0.6
4927_02,0.8
4927_03,0.6
4927_04,0.6
4929_01,0.76
4930_01,0.96
4930_02,0.92
4932_01,0.32
4932_02,0.76
4933_01,0.6
4933_02,0.28
4933_03,0.12
4933_04,0.8
4934_01,0.24
4937_01,0.24
4938_01,0.76
4939_01,0.6
4940_01,0.8
4941_01,0.36
4942_01,0.8
4942_02,0.8
4943_01,0.76
4944_01,0.64
4944_02,0.16
4944_03,0.16
4945_01,0.76
4946_01,0.76
4950_01,0.76
4951_01,0.32
4952_01,0.8
4954_01,0.08
4956_01,0.8
4958_01,0.32
4961_01,0.12
4963_01,0.8
4964_01,0.08
4965_01,0.24
4970_01,0.44
4972_01,0.44
